2021-04-25 15:13:03,402 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Sun Apr 25 15:13:03 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-29 13:17:05,657 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 38875 mb of usable space. - resetting to maximum available disk space: 38875 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:17:06,391 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-29 13:17:06,523 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:17:06,524 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:17:06,576 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-29 13:17:06,907 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-29 13:17:06,958 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-29 13:24:15,739 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 29 13:24:15 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-29 13:24:16,653 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:24:16,704 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:24:16,781 | INFO  | Recovering from the journal @1:1930 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:24:16,783 | INFO  | Recovery replayed 16 operations from the journal in 0.074 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:24:16,795 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-29 13:24:16,802 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-29 13:24:16,908 | INFO  | Recovering from the scheduled job journal @1:100 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:24:16,909 | INFO  | Recovery replayed 1 operations from the journal in 0.001 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:24:16,910 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:24:16,949 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-41269-1619702656806-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:24:16,968 | INFO  | Listening for connections at: tcp://383a1229651d:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:24:16,972 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:24:16,979 | INFO  | Listening for connections at: amqp://383a1229651d:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:24:16,981 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:24:16,984 | INFO  | Listening for connections at: stomp://383a1229651d:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:24:16,986 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:24:16,990 | INFO  | Listening for connections at: mqtt://383a1229651d:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:24:16,993 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:24:17,152 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-29 13:24:17,193 | INFO  | Listening for connections at ws://383a1229651d:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-29 13:24:17,194 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:24:17,195 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-41269-1619702656806-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:24:17,196 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:24:17,197 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 38845 mb of usable space. - resetting to maximum available disk space: 38845 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:24:17,198 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 38845 mb of usable space. - resetting to maximum available disk space: 38845 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:24:17,732 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-29 13:24:17,853 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:24:17,854 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:24:17,906 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-29 13:24:18,226 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-29 13:24:18,267 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-29 13:27:03,886 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 29 13:27:03 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-29 13:27:04,934 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:27:05,017 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:27:05,102 | INFO  | Recovering from the journal @1:4428 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:27:05,103 | INFO  | Recovery replayed 1 operations from the journal in 0.081 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:27:05,111 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-29 13:27:05,123 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-29 13:27:05,234 | INFO  | Recovering from the scheduled job journal @1:172 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:27:05,235 | INFO  | Recovery replayed 1 operations from the journal in 0.001 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:27:05,236 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:27:05,269 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-37413-1619702825128-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:27:05,289 | INFO  | Listening for connections at: tcp://383a1229651d:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:27:05,291 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:27:05,294 | INFO  | Listening for connections at: amqp://383a1229651d:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:27:05,295 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:27:05,298 | INFO  | Listening for connections at: stomp://383a1229651d:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:27:05,347 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:27:05,351 | INFO  | Listening for connections at: mqtt://383a1229651d:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:27:05,353 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:27:05,469 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-29 13:27:05,509 | INFO  | Listening for connections at ws://383a1229651d:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-29 13:27:05,510 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:27:05,511 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-37413-1619702825128-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:27:05,512 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:27:05,513 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 38837 mb of usable space. - resetting to maximum available disk space: 38837 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:27:05,514 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 38837 mb of usable space. - resetting to maximum available disk space: 38837 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:27:06,122 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-29 13:27:06,288 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:27:06,289 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:27:06,338 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-29 13:27:06,683 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-29 13:27:06,731 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-29 13:27:34,193 | WARN  | Transport Connection to: tcp://172.29.0.3:55706 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.29.0.3:55706@61616
2021-04-29 13:32:46,164 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 29 13:32:46 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-29 13:32:47,295 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:32:47,346 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:32:47,426 | INFO  | Recovering from the journal @1:7334 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:32:47,427 | INFO  | Recovery replayed 1 operations from the journal in 0.075 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:32:47,436 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-29 13:32:47,442 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-29 13:32:47,547 | INFO  | Recovering from the scheduled job journal @1:244 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:32:47,548 | INFO  | Recovery replayed 1 operations from the journal in 0.002 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:32:47,550 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:32:47,595 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-32905-1619703167445-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:32:47,713 | INFO  | Listening for connections at: tcp://383a1229651d:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:32:47,715 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:32:47,719 | INFO  | Listening for connections at: amqp://383a1229651d:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:32:47,723 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:32:47,726 | INFO  | Listening for connections at: stomp://383a1229651d:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:32:47,728 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:32:47,737 | INFO  | Listening for connections at: mqtt://383a1229651d:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:32:47,739 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:32:47,850 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@76a2ddf3{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-29 13:32:47,901 | INFO  | Listening for connections at ws://383a1229651d:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-29 13:32:47,905 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:32:47,907 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-32905-1619703167445-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:32:47,910 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:32:47,912 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 38812 mb of usable space. - resetting to maximum available disk space: 38812 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:32:47,913 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 38812 mb of usable space. - resetting to maximum available disk space: 38812 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:32:48,696 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-29 13:32:48,814 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:32:48,814 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:32:48,870 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-29 13:32:49,170 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-29 13:32:49,272 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-29 13:34:03,549 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 29 13:34:03 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-29 13:34:04,631 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:34:04,685 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:34:04,763 | INFO  | Recovering from the journal @1:8682 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:34:04,764 | INFO  | Recovery replayed 1 operations from the journal in 0.067 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:34:04,775 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-29 13:34:04,783 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-29 13:34:04,888 | INFO  | Recovering from the scheduled job journal @1:316 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:34:04,892 | INFO  | Recovery replayed 1 operations from the journal in 0.004 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:34:04,893 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:34:04,931 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-45397-1619703244786-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:34:05,055 | INFO  | Listening for connections at: tcp://383a1229651d:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:34:05,056 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:34:05,059 | INFO  | Listening for connections at: amqp://383a1229651d:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:34:05,060 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:34:05,064 | INFO  | Listening for connections at: stomp://383a1229651d:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:34:05,065 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:34:05,069 | INFO  | Listening for connections at: mqtt://383a1229651d:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:34:05,070 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:34:05,213 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@76a2ddf3{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-29 13:34:05,263 | INFO  | Listening for connections at ws://383a1229651d:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-29 13:34:05,265 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:34:05,271 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-45397-1619703244786-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:34:05,272 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:34:05,274 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 38812 mb of usable space. - resetting to maximum available disk space: 38812 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:34:05,275 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 38812 mb of usable space. - resetting to maximum available disk space: 38812 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:34:05,982 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-29 13:34:06,111 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:34:06,112 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:34:06,185 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-29 13:34:06,549 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-29 13:34:06,701 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-29 13:34:19,513 | WARN  | Transport Connection to: tcp://172.29.0.3:55746 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.29.0.3:55746@61616
2021-04-29 13:42:05,975 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 29 13:42:05 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-29 13:42:07,107 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:42:07,146 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:42:07,209 | INFO  | Recovering from the journal @1:12161 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:42:07,210 | INFO  | Recovery replayed 1 operations from the journal in 0.058 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-29 13:42:07,222 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-29 13:42:07,229 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-29 13:42:07,334 | INFO  | Recovering from the scheduled job journal @1:388 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:42:07,335 | INFO  | Recovery replayed 1 operations from the journal in 0.001 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:42:07,336 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-29 13:42:07,374 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-35005-1619703727233-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:42:07,485 | INFO  | Listening for connections at: tcp://383a1229651d:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:42:07,487 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:42:07,491 | INFO  | Listening for connections at: amqp://383a1229651d:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:42:07,493 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:42:07,495 | INFO  | Listening for connections at: stomp://383a1229651d:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:42:07,500 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:42:07,504 | INFO  | Listening for connections at: mqtt://383a1229651d:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-29 13:42:07,506 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:42:07,639 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@76a2ddf3{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-29 13:42:07,679 | INFO  | Listening for connections at ws://383a1229651d:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-29 13:42:07,681 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-29 13:42:07,686 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:383a1229651d-35005-1619703727233-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:42:07,687 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:42:07,689 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 38809 mb of usable space. - resetting to maximum available disk space: 38809 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:42:07,691 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 38809 mb of usable space. - resetting to maximum available disk space: 38809 mb | org.apache.activemq.broker.BrokerService | main
2021-04-29 13:42:08,432 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-29 13:42:08,593 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:42:08,602 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-29 13:42:08,664 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-29 13:42:08,989 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-29 13:42:09,092 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-29 13:42:23,944 | WARN  | Transport Connection to: tcp://172.29.0.3:55762 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.29.0.3:55762@61616
